id_cliente,nome_cliente,data_nascimento,vendedor,valor_padrao,desconto,valor_faturamento,forma_pagamento,banco,custo,produto,cor_produto,ano,modelo,data_entrega,zero_km_ou_seminovo
CLI002130,Rafael Dias Pereira,21/08/1967,Rafael Martins,158900.00,7550.00,151350.00,Financiamento,Santander,142919.23,Saveiro,Preto,2025,Saveiro Highline,31/12/2025,0 KM
CLI002147,Paulo Melo Carvalho,13/02/1999,Diego Nogueira,162200.00,0.00,162200.00,Financiamento,Montadora,134704.50,Nivus,Prata,2025,Nivus Highline,24/11/2025,0 KM
CLI002164,Gabriela Gomes,24/11/1978,Diego Nogueira,143300.00,4550.00,138750.00,Financiamento,Montadora,120274.71,Saveiro,Cinza,2025,Saveiro Highline,11/12/2025,Semi Novo
CLI002113,Mateus Duarte,06/07/1979,Juliana Costa,154100.00,700.00,153400.00,Financiamento,Santander,128201.09,Virtus,Branco,2025,Virtus Highline,12/12/2025,0 KM
CLI002093,Carlos Alves,12/08/1985,Rafael Martins,107100.00,0.00,107100.00,Financiamento,BV,93141.42,Polo,Prata,2025,Polo Comfortline,26/12/2025,Semi Novo
CLI002110,Rafael Batista,23/02/1991,Diego Nogueira,108800.00,0.00,108800.00,Financiamento,Santander,92041.24,Polo,Azul,2025,Polo Comfortline,04/12/2025,0 KM
CLI002111,João Pereira Santana,15/06/1999,Diego Nogueira,133300.00,1700.00,131600.00,Financiamento,Montadora,119487.29,T-Cross,Vermelho,2025,T-Cross Sense,24/12/2025,0 KM
CLI002171,Vitória Castro,11/01/1976,Camila Andrade,83500.00,2700.00,80800.00,Financiamento,Bradesco,74772.64,Polo,Branco,2025,Polo Sense,14/12/2025,0 KM
CLI002172,Pedro Batista,26/04/1995,Camila Andrade,104300.00,0.00,104300.00,À Vista,,92498.01,Virtus,Preto,2025,Virtus Sense,14/12/2025,Semi Novo
CLI002218,Leonardo Lima Martins,18/02/1987,Juliana Costa,111700.00,2450.00,109250.00,Financiamento,Montadora,94589.71,Saveiro,Azul,2025,Saveiro Sense,27/12/2025,0 KM
CLI002229,Marcelo Soares,26/08/1956,Bruno Almeida,115800.00,5000.00,110800.00,Financiamento,Santander,97557.53,Nivus,Branco,2025,Nivus Sense,14/12/2025,0 KM
CLI002270,Vitor Dias Barros,07/10/1971,Fernanda Ribeiro,103200.00,4100.00,99100.00,Financiamento,Montadora,91948.10,Polo,Preto,2025,Polo Comfortline,06/12/2025,0 KM
CLI002253,Eduarda Rocha Gomes,22/10/1973,Camila Andrade,97500.00,6600.00,90900.00,À Vista,,85369.82,Polo,Prata,2025,Polo Sense,07/12/2025,0 KM
CLI002220,Tatiane Almeida,19/09/1971,Rafael Martins,153800.00,7100.00,146700.00,Financiamento,Bradesco,133850.04,Virtus,Cinza,2025,Virtus Highline,14/12/2025,0 KM
CLI002239,Luana Cardoso,26/06/1977,Rafael Martins,133200.00,0.00,133200.00,Financiamento,Montadora,109232.97,Polo,Prata,2025,Polo Highline,29/12/2025,0 KM
CLI002240,Carolina Moraes,19/02/1986,Camila Andrade,142900.00,0.00,142900.00,À Vista,,126969.96,Saveiro,Prata,2024,Saveiro Highline,28/12/2025,Semi Novo
CLI002187,Mateus Ribeiro Teixeira,10/27/1973,Diego Nogueira,113200.00,8350.00,104850.00,À Vista,,98164.53,Polo,Branco,2024,Polo Comfortline,12/31/2025,Semi Novo
CLI002196,Mateus Ferreira,22/12/1984,Diego Nogueira,159800.00,4950.00,154850.00,À Vista,,134996.39,T-Cross,Vermelho,2025,T-Cross Comfortline,30/12/2025,0 KM
CLI002251,Paulo Gomes Souza,21/04/1979,Juliana Costa,268300.00,10850.00,257450.00,Financiamento,Bradesco,221865.29,Amarok,Prata,2025,Amarok Sense,25/11/2025,0 KM
CLI002255,Sabrina Almeida Alves,14/01/1976,Fernanda Ribeiro,133500.00,3300.00,130200.00,À Vista,,118253.71,Saveiro,Branco,2025,Saveiro Comfortline,31/12/2025,0 KM
