id_cliente,cliente,genero,idade,contato,fonte,produto_interesse,forma_pagamento,entrada_pct,fez_test_drive,data_interesse,etapa,motivo_insucesso,temperatura,data_ultimo_contato
CLI001901,Thiago Cardoso,Masculino,44,(15) 91615-0483,Facebook Ads,Virtus,Financiamento,35,Não,11/09/2025,Primeiro Contato,,Morno,18/09/2025
CLI001902,Patrícia Silva,Feminino,42,(27) 91123-3320,Indicação,Saveiro,Financiamento,35,Não,20/09/2025,Interesse Futuro,,Morno,31/12/2025
CLI001903,Rodrigo Martins,Masculino,59,(13) 95657-7118,WhatsApp,T-Cross,Financiamento,35,Não,08/09/2025,Insucesso,Financeiro,Morno,10/09/2025
CLI001904,Ana Dias Castro,Feminino,41,(51) 93969-7372,WhatsApp,T-Cross,Financiamento,20,Não,27/09/2025,Insucesso,Contato Sem Sucesso,Frio,09/11/2025
CLI001905,Gabriel Andrade Martins,Masculino,27,(16) 92058-1565,Facebook Ads,Taos,À Vista,,Não,08/09/2025,Primeiro Contato,,Quente,10/09/2025
CLI001906,Natália Castro,Feminino,64,(16) 92131-1014,Instagram,Polo,À Vista,,Não,23/09/2025,Negociação,,Quente,12/10/2025
CLI001907,Patrícia Alves,Feminino,49,(12) 98680-8652,WhatsApp,Virtus,À Vista,,Não,26/09/2025,Agendamento,,Quente,30/09/2025
CLI001908,Luana Lopes,Feminino,38,(71) 97681-2412,Instagram,Polo,Financiamento,25,Não,29/09/2025,Sucesso,,Quente,08/11/2025
CLI001909,Larissa Pereira Dias,Feminino,55,(47) 98458-9751,Indicação,Polo,Financiamento,30,Não,06/09/2025,Insucesso,Contato Sem Sucesso,Quente,21/10/2025
CLI001910,Daniela Costa,Feminino,41,(21) 97192-8521,Instagram,Virtus,Financiamento,25,Não,19/09/2025,Primeiro Contato,,Morno,19/09/2025
CLI001911,Luana Rezende,Feminino,33,1198877-66,Site,Polo,Financiamento,30,Não,27/09/2025,Insucesso,Contato Sem Sucesso,Morno,08/11/2025
CLI001912,Pedro Melo Andrade,Masculino,37,(62) 92355-4315,Instagram,Virtus,À Vista,,Sim,20/09/2025,Insucesso,Crédito Negado,Frio,03/10/2025
CLI001913,André Lopes,Masculino,63,(61) 96323-2429,Google Ads,T-Cross,Financiamento,25,Não,01/09/2025,Sucesso,,Morno,29/09/2025
CLI001914,Gabriela Freitas Teixeira,Feminino,61,(51) 94238-4070,Instagram,Taos,Financiamento,25,Sim,09/09/2025,Primeiro Contato,,Frio,09/09/2025
CLI001915,Gustavo Batista,Masculino,62,(19) 94809-3200,Facebook Ads,T-Cross,Financiamento,15,Sim,20/09/2025,Sucesso,,Quente,23/10/2025
CLI002153,Ricardo Barbosa Silva,Masculino,41,(12) 96681-6676,WhatsApp,Polo,Financiamento,25,Sim,03/11/2025,Sucesso,,Quente,11/12/2025
CLI001916,Paulo Cardoso,Masculino,53,(13) 99228-0466,Loja Física,Taos,Financiamento,30,Não,17/09/2025,Primeiro Contato,,Frio,20/09/2025
CLI001917,Murilo Freitas,masculino,40,(11) 94234-7454,Google Ads,T-Cross,Financiamento,25,Não,30/09/2025,Interesse Futuro,,Morno,31/12/2025
CLI001918,Daniela Dias Batista,Feminino,36,(11) 99389-7207,Google Ads,T-Cross,À Vista,,Não,2025-09-07,Primeiro Contato,,Quente,09/09/2025
CLI001919,Fernanda Ramos,Feminino,67,(17) 92989-1247,Indicação,Polo,Financiamento,35,Não,11/09/2025,Primeiro Contato,,Morno,18/09/2025
CLI001920,André Nunes,Masculino,51,(32) 95911-1592,Indicação,Taos,Financiamento,30,Não,12/09/2025,Insucesso,Comprou em Outra Concessionária,Morno,07/11/2025
CLI001921,Isabela Alves Martins,Feminino,54,(27) 97029-7478,Indicação,Nivus,Financiamento,35,Sim,11/09/2025,Interesse Futuro,,Frio,17/11/2025
CLI001922,Leonardo Teixeira,Masculino,53,(81) 99009-2733,WhatsApp,Nivus,À Vista,,Não,2025-09-13,Primeiro Contato,,Quente,2025-09-13
CLI001923,Fernando Santos Duarte,Masculino,29,(21) 93076-3875,Google Ads,Saveiro,Financiamento,25,Não,02/09/2025,Primeiro Contato,,Morno,07/09/2025
CLI001924,Rafael Souza,Masculino,45,(71) 97607-8505,Site,Nivus,Financiamento,10,Não,19/09/2025,Primeiro Contato,Produto Indisponível,Frio,21/09/2025
CLI001925,Leonardo Gomes Nascimento,Masculino,41,(16) 95304-1092,Site,Polo,À Vista,,Não,26/09/2025,Primeiro Contato,,Frio,30/09/2025
CLI001926,Larissa Oliveira,Feminino,33,(71) 97710-7399,OLX,Amarok,Financiamento,25,Não,27/09/2025,Agendamento,,Quente,30/09/2025
CLI001927,Fernanda Ribeiro Castro,Feminino,41,(32) 92873-3514,Google Ads,Polo,Financiamento,20,Sim,10/09/2025,Negociação,,Quente,31/08/2025
CLI001928,Vanessa Moraes Duarte,Feminino,55,(48) 93531-3494,Indicação,T-Cross,Financiamento,35,Não,25/09/2025,Insucesso,Comprou no Particular,Quente,12/10/2025
CLI001929,Sofia Rezende,Feminino,31,(16) 92705-7356,OLX,Tiguan Allspace,À Vista,,Sim,15/09/2025,AGENDAMENTO ,,Morno,21/09/2025
CLI001930,Renata Almeida,Feminino,47,(31) 93005-2785,Site,Polo,Financiamento,25,Sim,19/09/2025,Sucesso,,Quente,01/10/2025
CLI001931,Murilo Rodrigues,Masculino,64,(51) 92067-7755,Indicação,Nivus,À Vista,,Não,12/09/2025,Primeiro Contato,,Morno,18/09/2025
CLI001932,Vitória Melo,Feminino,39,(11) 95198-9555,Google Ads,T-Cross,Financiamento,20,Não,03/09/2025,Insucesso,Comprou no Particular,Morno,08/09/2025
CLI001933,Ricardo Carvalho,Masculino,36,(31) 96744-3833,Site,Tiguan Allspace,Financiamento,20,Não,24/09/2025,Interesse Futuro,,Morno,21/11/2025
CLI001934,Carolina Moraes,Feminino,43,(62) 97770-1100,Site,Taos,Financiamento,35,Sim,17/09/2025,Sucesso,,Quente,14/10/2025
CLI001935,Gabriel Rodrigues Martins,Masculino,52,(21) 9999,Loja Física,T-Cross,À Vista,,Não,27/09/2025,Interesse Futuro,,Morno,18/12/2025
CLI001936,Tatiane Ribeiro Martins,Feminino,58,(19) 92606-9554,Google Ads,T-Cross,Financiamento,30,Não,01/09/2025,Primeiro Contato,,Morno,08/09/2025
CLI001937,Tatiane Santos,Feminino,41,(47) 94982-1499,Instagram,Virtus,À Vista,,Sim,15/09/2025,Sucesso,,Quente,24/10/2025
CLI001938,Júlia Martins,Feminino,35,(48) 99772-1141,Site,T-Cross,À Vista,,Não,09/09/2025,Insucesso,Comprou em Outra Concessionária,Frio,31/10/2025
CLI001939,André Cardoso,Masculino,22,(32) 97071-3288,Indicação,Amarok,Financiamento,20,Sim,21/09/2025,Interesse Futuro,,Morno,09/12/2025
CLI001940,Daniel Almeida,Masculino,35,(31) 99831-5600,whatsapp,Polo,À Vista,,Sim,09/09/2025,Sucesso,,Quente,14/10/2025
CLI001941,Daniela Pereira,Feminino,58,(17) 95504-3399,Instagram,Nivus,À Vista,,Sim,03/09/2025,Negociação,,Quente,15/09/2025
CLI001942,André Silva,Masculino,32,(61) 92868-4917,Instagram,Saveiro,Financiamento,20,Não,23/09/2025,Insucesso,Crédito Negado,Frio,11/10/2025
CLI001943,Gustavo Gomes,Masculino,54,(32) 97119-1903,Google Ads,Nivus,À Vista,,Não,17/09/2025,Insucesso,Contato Sem Sucesso,Frio,21/09/2025
CLI001944,Marcelo Melo,Masculino,38,(17) 96221-3767,Loja Física,Saveiro,Financiamento,25,Não,11/09/2025,Agendamento,,Quente,17/09/2025
CLI001945,Caio Dias,Masculino,39,(24) 96050-7804,Instagram,Tiguan Allspace,À Vista,,Sim,27/09/2025,Negociação,,Morno,24/10/2025
CLI001946,Laura Gonçalves Nunes,Feminino,65,(51) 92780-9586,WhatsApp,Taos,Financiamento,10,Não,06/09/2025,Primeiro Contato,,Frio,11/09/2025
CLI001947,Júlia Batista,Feminino,54,(13) 94150-1794,Google Ads,Taos,Financiamento,35,Não,08/10/2025,interesse futuro,,Morno,05/11/2025
CLI001948,Leonardo Lima,Masculino,35,(21) 98435-8149,Loja Física,Polo,À Vista,,Não,06/10/2025,Primeiro Contato,,Frio,10/10/2025
CLI001949,Eduarda Lopes,Feminino,51,(71) 91598-8761,Google Ads,Polo,Financiamento,25,Sim,30/10/2025,Negociação,,Morno,22/11/2025
CLI001950,Sofia Castro,Feminino,51,(19) 98697-1728,Loja Física,Polo,Financiamento,25,Não,04/10/2025,Sucesso,,Quente,06/11/2025
CLI001951,Gabriela Dias,Feminino,63,(13) 93600-4172,Site,Saveiro,À Vista,,Não,26/10/2025,Primeiro Contato,,Frio,27/10/2025
CLI001952,Daniela Monteiro Moraes,Feminino,46,(16) 98401-6716,Instagram,Polo,Financiamento,30,Não,12/10/2025,Insucesso,Comprou em Outra Concessionária,Frio,07/12/2025
CLI001953,Diego Andrade,Masculino,49,(85) 97106-2324,Loja Física,Polo,Financiamento,35,Sim,03/10/2025,Insucesso,Financeiro,Frio,08/10/2025
CLI001954,Beatriz Monteiro Cardoso,Feminino,37,(11) 99745-4257,WhatsApp,Nivus,Financiamento,25,Sim,23/10/2025,Negociação,,Quente,17/11/2025
CLI001955,Carlos Gomes Moreira,Masculino,27,(48) 92889-7288,Instagram,Nivus,Financiamento,40,Sim,05/10/2025,Sucesso,,Morno,22/10/2025
CLI001956,Carolina Cardoso Ribeiro,Feminino,37,(21) 99774-5131,WhatsApp,Polo,Financiamento,40,Sim,18/10/2025,Agendamento,,Morno,25/10/2025
CLI001957,Samuel Ferreira Moraes,Masculino,55,(71) 99619-3454,Loja Física,T-Cross,Financiamento,50,Sim,05/10/2025,Sucesso,,Quente,12/10/2025
CLI001958,Sofia Martins,Feminino,72,(13) 95474-7216,Indicação,Polo,Financiamento,30,Não,03/10/2025,Primeiro Contato,,Morno,05/10/2025
CLI001959,Camila Melo,Feminino,66,(13) 98037-7607,WhatsApp,Polo,Financiamento,10,Sim,30/10/2025,Primeiro Contato,,Morno,01/11/2025
CLI001960,Natália Dias Martins,Feminino,60,(27) 98437-2458,Site,Polo,À Vista,,Sim,05/10/2025,PRIMEIRO CONTATO ,,Frio,10/10/2025
CLI001961,Júlia Duarte,Feminino,67,(11) 96849-5184,Site,Nivus,À Vista,,Sim,15/10/2025,Negociação,,Quente,07/11/2025
CLI001962,Gabriela Rezende Nunes,Feminino,55,(62) 95252-8078,Loja Física,T-Cross,Financiamento,25,Sim,10/21/2025,Sucesso,,Quente,30/11/2025
CLI001963,Renan Lopes,Masculino,33,(11) 96012-0131,OLX,Polo,Financiamento,35,Sim,23/10/2025,Sucesso,,Quente,07/11/2025
CLI001964,Luana Andrade,Feminino,43,(27) 96046-6403,Facebook Ads,Nivus,Financiamento,35,Não,14/10/2025,Agendamento,,Morno,23/10/2025
CLI001965,Caio Monteiro,Feminno,68,(47) 98637-2514,Facebook Ads,Nivus,À Vista,,Sim,11/10/2025,Sucesso,,Quente,30/10/2025
CLI001966,Mateus Batista,Masculino,53,(32) 97596-8435,Instagram,Tiguan Allspace,Financiamento,15,Sim,05/10/2025,Agendamento,,Frio,16/10/2025
CLI001967,Patrícia Teixeira,Feminino,33,(51) 99336-2839,Google Ads,Polo,Financiamento,25,Não,14/10/2025,Insucesso,Crédito Negado,Frio,22/10/2025
CLI001968,Ana Martins,Feminino,52,(27) 95392-6880,Site,T-Cross,Financiamento,25,Não,11/10/2025,Primeiro Contato,,Morno,14/10/2025
CLI001969,Mateus Silva,Masculino,48,(51) 92820-8131,WhatsApp,T-Cross,À Vista,,Não,29/10/2025,Negociação,,Quente,08/11/2025
CLI001970,Renata Santana Souza,Feminino,54,(21) 91055-3020,Indicação,T-Cross,À Vista,,Não,28/10/2025,Primeiro Contato,,Frio,03/11/2025
CLI001971,Isabela Melo Ribeiro,Feminino,38,(81) 99933-5127,Instagram,Saveiro,À Vista,,Não,23/10/2025,Agendamento,,Morno,28/10/2025
CLI001972,Luana Silva,Feminino,35,(12) 99199-8575,Indicação,T-Cross,Financiamento,30,Não,15/10/2025,Interesse Futuro,,Quente,31/12/2025
CLI001973,Bruno Lima,Masculino,47,(81) 92286-7945,Loja Física,Amarok,Financiamento,30,Não,10/10/2025,Primeiro Contato,,Morno,13/10/2025
CLI001974,Pedro Monteiro Nunes,Masculino,50,(41) 92130-1317,OLX,Virtus,À Vista,,Sim,20/10/2025,Agendamento,,Morno,2025-11-01
CLI001975,Valentina Lima Carvalho,Feminino,52,(11) 98A77-6655,WhatsApp,T-Cross,Financiamento,20,Não,22/10/2025,Primeiro Contato,,Quente,26/10/2025
CLI001976,Fernando Santos,Masculino,31,(61) 97153-2154,Google Ads,Polo,À Vista,,Não,08/10/2025,Primeiro Contato,,Frio,10/10/2025
CLI001977,Eduarda Ribeiro,Feminino,30,(48) 92236-8236,Google Ads,Polo,Financiamento,35,Não,15/10/2025,Interesse Futuro,,Morno,12/25/2025
CLI001978,Bruna Pereira,,56,(19) 96149-6213,Instagram,Tiguan Allspace,Financiamento,50,Não,18/10/2025,Primeiro Contato,,Frio,21/10/2025
CLI001979,Carlos Ramos Costa,Masculino,37,(15) 91281-5584,Indicação,Saveiro,À Vista,,Sim,04/10/2025,Sucesso,,Quente,11/10/2025
CLI001980,Carolina Santana Rocha,Feminino,43,(16) 95322-7374,Site,Polo,Financiamento,15,Não,07/10/2025,Agendamento,,Morno,20/10/2025
CLI001981,Daniel Ribeiro,Masculino,60,(15) 91835-0365,Instagram,T-Cross,Financiamento,10,Sim,18/10/2025,Negociação,,Quente,03/11/2025
CLI001982,Natália Oliveira,Feminino,38,(13) 96113-4110,WhatsApp,Taos,À Vista,,Sim,25/10/2025,Sucesso,,Quente,16/11/2025
CLI001983,Bianca Carvalho,Feminino,65,(11) 98663-3322,Instagram,Amarok,À Vista,,Sim,19/10/2025,Sucesso,Contato Sem Sucesso,Quente,25/10/2025
CLI001984,Renata Dias Alves,Feminino,47,(85) 93525-8038,Loja Física,Taos,Financiamento,20,Sim,20/10/2025,Sucesso,,Morno,04/12/2025
CLI001985,Bruna Ribeiro Pereira,Feminino,63,(21) 96643-9599,Instagram,Nivus,Financiamento,15,Sim,15/10/2025,Negociação,,Quente,30/10/2025
CLI001986,Rafael Ferreira Souza,Masculino,38,(21) 9999,Google Ads,Polo,Financiamento,40,Não,23/10/2025,Agendamento,,Frio,26/10/2025
CLI001987,Vitória Moreira,Feminino,44,(12) 98550-1987,Instagram,Polo,Financiamento,20,Não,18/10/2025,Primeiro Contato,,Frio,24/10/2025
CLI001988,Gustavo Carvalho,Masculino,32,(24) 95441-9125,WhatsApp,Polo,À Vista,,Não,08/10/2025,Negociação,,Quente,02/11/2025
CLI001989,Carlos Costa Araújo,Masculino,59,(11) 97442-7204,Site,T-Cross,Financiamento,25,Não,02/10/2025,Insucesso,Crédito Negado,Morno,14/10/2025
CLI001990,Leonardo Melo,Masculino,51,(11) 98742-1936,Site,Saveiro,Financiamento,10,Não,02/10/2025,Primeiro Contato,,Morno,04/10/2025
CLI001991,Vitor Souza,Masculino,29,(11) 92899-8402,Instagram,Virtus,Financiamento,40,Sim,07/10/2025,Primeiro Contato,,Frio,07/10/2025
CLI001992,Pedro Rodrigues,Masculino,53,(41) 91271-5355,Google Ads,Polo,Financiamento,25,Sim,27/10/2025,Sucesso,,Morno,14/11/2025
CLI001993,Marina Santos,Feminino,40,(32) 91089-8538,Google Ads,Saveiro,Financiamento,30,Sim,21/10/2025,Primeiro Contato,,Morno,25/10/2025
CLI001994,Natália Soares Moreira,Feminino,43,(32) 92868-6864,WhatsApp,Polo,Financiamento,30,Não,10/19/2025,Primeiro Contato,,Quente,10/22/2025
CLI001995,Patrícia Santana Barbosa,Feminino,65,(32) 95069-9699,WhatsApp,Nivus,Financiamento,20,Não,09/10/2025,primeiro contato,,Morno,11/10/2025
CLI001996,Larissa Barbosa Martins,Feminino,36,(16) 97482-2823,Site,Virtus,Financiamento,25,Não,25/10/2025,Primeiro Contato,,Frio,10/27/2025
CLI001997,Laura Pereira,Feminino,34,(71) 99300-9469,Instagram,Nivus,Financiamento,20,Sim,07/10/2025,Sucesso,,Quente,21/10/2025
CLI001998,Helena Araújo Cardoso,Feminino,57,(41) 96626-8408,Instagram,Virtus,Financiamento,30,Não,2025-10-09,Primeiro Contato,,Frio,11/10/2025
CLI001999,Fernando Araújo,Masculino,68,(31) 99368-0614,WhatsApp,T-Cross,Financiamento,20,Sim,06/10/2025,Sucesso,,Quente,24/10/2025
CLI002000,Ana Santana,Feminino,49,(11) 93394-0421,Facebook Ads,T-Cross,Financiamento,15,Sim,26/10/2025,Sucesso,,Quente,11/11/2025
CLI002001,Vitória Rezende,Feminino,30,(27) 99314-1297,Google Ads,Nivus,À Vista,,Não,04/10/2025,Interesse Futuro,,Morno,24/10/2025
CLI002002,Murilo Nunes,Masculino,59,(31) 95248-8704,site,T-Cross,Financiamento,10,Sim,29/10/2025,Agendamento,,Quente,01/11/2025
CLI002003,Fernando Oliveira Lima,Masculino,27,(61) 91469-5215,Indicação,Amarok,Financiamento,40,Não,15/10/2025,Agendamento,,Quente,28/10/2025
CLI002004,Bruno Santos,Masculino,59,(16) 98367-4560,OLX,Virtus,Financiamento,20,Sim,22/10/2025,insucesso,Produto Indisponível,Frio,18/12/2025
CLI002005,Luana Costa Lima,Feminino,67,(47) 96790-8354,WhatsApp,Polo,Financiamento,20,Sim,10/10/2025,Negociação,,Morno,29/10/2025
CLI002006,Rodrigo Santos,Masculino,41,(47) 94360-2555,Instagram,Taos,Financiamento,40,Não,23/10/2025,Negociação,,Quente,22/11/2025
CLI002007,Daniela Teixeira,Feminino,62,(71) 96408-7774,Facebook Ads,Amarok,Financiamento,30,Não,30/10/2025,Insucesso,Comprou em Outra Concessionária,Frio,11/11/2025
CLI002008,Paulo Nascimento,Masculino,34,(31) 92370-9942,Site,Nivus,À Vista,,Sim,24/10/2025,Insucesso,Produto Indisponível,Morno,21/12/2025
CLI002009,Thiago Barbosa,Masculino,28,(21) 99092-8115,Loja Física,Polo,Financiamento,30,Não,15/10/2025,Interesse Futuro,,Morno,16/12/2025
CLI002010,Thiago Moreira,Masculino,66,(85) 92014-7646,Instagram,Nivus,À Vista,,Sim,24/10/2025,Agendamento,,Morno,03/11/2025
CLI002011,Mariana Castro Soares,Feminino,48,(47) 93696-1605,Site,Saveiro,Financiamento,30,Sim,24/10/2025,Agendamento,,Frio,25/10/2025
CLI002012,Samuel Rodrigues,Masculino,55,(47) 96582-3886,Instagram,Nivus,Financiamento,25,Não,08/10/2025,Agendamento,,Morno,09/10/2025
CLI002013,Patrícia Rezende Ramos,Feminino,63,(19) 93736-7790,WhatsApp,T-Cross,À Vista,,Sim,25/10/2025,Sucesso,,Quente,01/12/2025
CLI002014,Leonardo Gonçalves,,42,(24) 99901-7137,Site,Saveiro,Financiamento,30,Sim,21/10/2025,Sucesso,,Quente,10/11/2025
CLI002015,Felipe Oliveira Martins,Masculino,55,(48) 97262-9999,Facebook Ads,Nivus,Financiamento,40,Sim,16/10/2025,Sucesso,,Morno,30/11/2025
CLI002016,Beatriz Rodrigues,Feminino,31,(19) 94720-0911,Site,T-Cross,À Vista,,Não,09/10/2025,Agendamento,,Morno,14/10/2025
CLI002017,Lucas Rocha,Masculino,34,(21) 99159-0403,Google Ads,T-Cross,Financiamento,25,Sim,03/10/2025,Sucesso,,Quente,08/10/2025
CLI002018,Diego Costa,Masculino,26,(17) 97392-5464,Loja Física,Taos,Financiamento,50,Sim,24/10/2025,Interesse Futuro,,Quente,04/11/2025
CLI002019,Pedro Moreira Barros,Masculino,58,(31) 92058-8710,WhatsApp,Nivus,Financiamento,25,Sim,07/10/2025,Negociação,,Morno,12/10/2025
CLI002020,Vinícius Soares,Masculino,58,(32) 94808-9740,Site,T-Cross,Financiamento,20,Não,16/10/2025,Interesse Futuro,,Frio,26/11/2025
CLI002021,Natália Moraes Araújo,Feminino,65,(41) 94427-0141,Site,Nivus,Financiamento,20,Não,16/10/2025,Primeiro Contato,,Morno,19/10/2025
CLI002022,Ricardo Oliveira,Masculino,35,(27) 95696-4901,WhatsApp,Polo,Financiamento,20,Não,23/10/2025,Negociação,,Quente,13/11/2025
CLI002023,Gabriel Ribeiro Souza,Masculino,43,(71) 96527-1956,WhatsApp,Nivus,Financiamento,30,Não,04/10/2025,Primeiro Contato,,Frio,08/10/2025
CLI002024,João Cardoso,Masculino,39,(11) 91203-0184,Loja Física,Nivus,Financiamento,,Sim,13/10/2025,Agendamento,,Morno,21/10/2025
CLI002025,Rafael Santana,Masculino,52,(32) 96054-4099,Site,T-Cross,Financiamento,20,Sim,03/10/2025,Primeiro Contato,,Quente,04/10/2025
CLI002026,Isabela Rocha Gomes,Feminino,53,(16) 93139-5788,Indicação,Tiguan Allspace,Financiamento,20,Sim,20/10/2025,Negociação,,Quente,10/27/2025
CLI002027,Valentina Duarte,Feminino,65,(85) 99176-1645,Indicação,Taos,Financiamento,25,Sim,16/10/2025,Negociação,,Morno,18/10/2025
CLI002028,Bruno Nunes Gonçalves,Masculino,36,(15) 99687-8237,Instagram,Virtus,Financiamento,,Não,29/10/2025,Primeiro Contato,,Frio,29/10/2025
CLI002029,Marcos Moreira,Masculino,42,(17) 99092-8523,Instagram,Virtus,Financiamento,15,Não,07/10/2025,Primeiro Contato,,Morno,10/10/2025
CLI002030,Lucas Castro,Masculino,55,(51) 98801-2245,WhatsApp,T-Cross,Financiamento,,Não,05/10/2025,Interesse Futuro,,Morno,20/11/2025
CLI002031,Bruno Araújo,Masculino,28,(12) 91253-8563,Google Ads,Polo,Financiamento,25,Não,20/10/2025,Primeiro Contato,,Frio,14/10/2025
CLI002032,João Monteiro Nascimento,Masculino,40,(81) 97188-0735,WhatsApp,Polo,À Vista,,Sim,14/10/2025,Insucesso,Contato Sem Sucesso,Frio,13/11/2025
CLI002033,Carolina Rezende,Feminino,56,(24) 92297-1877,Instagram,Tiguan Allspace,Financiamento,35,Não,24/10/2025,Primeiro Contato,,Frio,29/10/2025
CLI002034,Diego Barbosa Moreira,Masculino,55,(11) 92392-4054,Facebook Ads,Saveiro,Financiamento,35,Não,20/10/2025,Primeiro Contato,,Frio,25/10/2025
CLI002035,Ana Nascimento,Feminino,36,(81) 97826-7896,Indicação,Tiguan Allspace,Financiamento,25,Não,23/10/2025,Insucesso,Financeiro,Frio,22/11/2025
CLI002036,Eduarda Ramos,Feminino,35,(11) 92192-0358,Site,Saveiro,Financiamento,35,Não,05/10/2025,Interesse Futuro,,Morno,31/12/2025
CLI002037,Vitória Moraes,Feminino,44,(51) 96928-4100,Instagram,Taos,Financiamento,20,Não,04/10/2025,Agendamento,,Morno,11/10/2025
CLI002038,Caio Martins,Masculino,31,(19) 93261-6077,Instagram,T-Cross,Financiamento,10,Não,07/10/2025,Primeiro Contato,,Morno,08/10/2025
CLI002039,Natália Cardoso Pereira,,37,(16) 99965-0816,WhatsApp,Polo,Financiamento,20,Não,25/10/2025,Negociação,,Quente,11/11/2025
CLI002040,Letícia Mendes Barbosa,Feminino,46,(19) 93124-1317,Site,Nivus,Financiamento,15,Não,04/10/2025,Insucesso,Financeiro,Frio,20/11/2025
CLI002041,Daniela Melo Ferreira,Feminino,50,(12) 96009-2449,Instagram,Polo,Financiamento,30,Sim,21/10/2025,Sucesso,,Quente,05/11/2025
CLI002042,Henrique Moraes Silva,Masculino,50,(51) 91230-5024,Indicação,Virtus,À Vista,,Não,11/10/2025,Insucesso,Comprou no Particular,Morno,31/10/2025
CLI002043,Patrícia Castro,Feminino,30,(48) 97365-3546,Instagram,Virtus,À Vista,,Sim,07/10/2025,Primeiro Contato,,Frio,11/10/2025
CLI002044,Eduarda Gonçalves,Feminino,52,(51) 96563-8653,Google Ads,Nivus,Financiamento,20,Sim,12/10/2025,Agendamento,,Morno,15/10/2025
CLI000335,Renan Costa,Masculino,36,(47) 96126-9039,Indicação,Nivus,Financiamento,20,Sim,11/05/2024,Negociação,,Morno,13/05/2024
CLI002045,Fernanda Barbosa,Feminino,37,(31) 99749-4705,Instagram,Polo,Financiamento,30,Sim,23/10/2025,Negociação,,Quente,14/10/2025
CLI002046,Rafael Ribeiro Martins,Masculino,25,(85) 93465-7746,Loja Física,Nivus,Financiamento,35,Não,24/10/2025,Primeiro Contato,,Frio,28/10/2025
CLI002047,Júlia Martins,Feminino,37,(62) 92911-9091,Google Ads,Virtus,Financiamento,25,Sim,10/10/2025,Negociação,,Quente,28/10/2025
CLI002048,Letícia Santos Araújo,Feminino,29,(13) 95794-6982,Instagram,T-Cross,Financiamento,15,Não,04/10/2025,Primeiro Contato,,Frio,26/09/2025
CLI002049,Daniela Nunes,Feminino,68,(21) 91440-7787,WhatsApp,Amarok,Financiamento,30,Não,11/10/2025,Insucesso,,Frio,16/10/2025
CLI002050,Júlia Nascimento Moreira,Feminino,56,(15) 96994-8524,WhatsApp,T-Cross,Financiamento,20,Não,05/10/2025,SUCESSO ,,Morno,14/11/2025
CLI002051,Clara Ferreira,Feminino,29,(81) 95266-3441,Indicação,Nivus,Financiamento,50,Não,24/10/2025,Primeiro Contato,,Morno,29/10/2025
CLI002052,Vitor Mendes,Masculino,15,(12) 97395-1801,WhatsApp,Polo,Financiamento,25,Sim,28/10/2025,Insucesso,Produto Indisponível,Morno,27/12/2025
CLI002053,Vinícius Gonçalves,Masculino,41,(32) 91731-0371,WhatsApp,Polo,Financiamento,10,Não,03/10/2025,Primeiro Contato,,Frio,06/10/2025
CLI002054,Natália Martins,Feminino,51,(48) 93875-2866,Loja Física,Saveiro,Financiamento,25,Não,31/10/2025,Primeiro Contato,,Morno,05/11/2025
CLI002055,Carlos Freitas,Masculino,29,(47) 99027-1285,Loja Física,Saveiro,Financiamento,50,Sim,07/10/2025,Agendamento,,Quente,15/10/2025
CLI002056,Bruna Ramos Santos,Feminino,62,(11) 93367-0810,Google Ads,Polo,Financiamento,25,Não,24/10/2025,Interesse Futuro,,Morno,31/12/2025
CLI002057,Isabela Gomes,Feminino,43,(15) 91622-7482,Loja Física,Polo,Financiamento,30,S,26/11/2025,Primeiro Contato,,Quente,03/12/2025
CLI002058,Leonardo Gomes,Masculino,23,(21) 91205-9097,Instagram,Polo,Financiamento,35,Não,18/11/2025,Primeiro Contato,,Frio,21/11/2025
CLI002059,André Lima,Masculino,30,(51) 98131-3073,WhatsApp,Virtus,Financiamento,20,Não,25/11/2025,Interesse Futuro,,Morno,31/12/2025
CLI002060,Murilo Rocha,Masculino,30,(11) 93890-6480,WhatsApp,Saveiro,Financiamento,30,Não,06/11/2025,Primeiro Contato,,Frio,12/11/2025
CLI002061,Ana Cardoso,Feminino,60,(47) 94032-8163,Instagram,T-Cross,À Vista,,Não,23/11/2025,Primeiro Contato,,Morno,24/11/2025
CLI002062,Beatriz Pereira,Feminino,56,(71) 99310-5588,Instagram,Polo,Financiamento,25,Sim,06/11/2025,Sucesso,,Morno,27/11/2025
CLI002063,Guilherme Freitas Soares,Masculino,51,(11) 98A77-6655,Site,T-Cross,Financiamento,35,Não,19/11/2025,Negociação,,Quente,02/12/2025
CLI002064,Gabriela Santana Rezende,Feminino,57,(81) 92497-6316,Site,T-Cross,Financiamento,10,Sim,06/11/2025,Insucesso,Produto Indisponível,Frio,28/10/2025
CLI002065,Beatriz Barbosa,Feminino,48,(24) 91940-4188,Instagram,Saveiro,Financiamento,25,Sim,23/11/2025,Insucesso,,Quente,31/12/2025
CLI002066,Luana Rezende,Feminino,61,(13) 99025-0159,WhatsApp,Polo,À Vista,,Não,08/11/2025,Interesse Futuro,,Morno,22/10/2025
CLI002067,Eduarda Pereira,Feminino,49,(71) 96206-7522,Instagram,Saveiro,À Vista,,Não,11/27/2025,Insucesso,Contato Sem Sucesso,Morno,31/12/2025
